policy_id,age_of_policyholder
P46554,31.242102
P46555,37.84925
P46556,36.48819
P46557,38.148785
P46558,37.621883
P46559,34.650894
P46560,39.015236
P46561,35.701237
P46562,35.040718
P46563,37.188747
P46564,40.998478
P46565,33.986294
P46566,37.4908
P46567,35.47049
P46568,35.544865
P46569,37.41556
P46570,39.18241
P46571,33.28671
P46572,35.26803
P46573,35.129173
P46574,36.3297
P46575,38.487938
P46576,38.77187
P46577,32.731323
P46578,37.048393
P46579,37.847908
P46580,37.000603
P46581,39.82663
P46582,37.36614
P46583,38.773876
P46584,33.94655
P46585,36.426918
P46586,43.608295
P46587,42.90667
P46588,39.53409
P46589,36.02798
P46590,35.893692
P46591,34.97869
P46592,39.634327
P46593,37.33609
P46594,42.1256
P46595,36.356487
P46596,39.70445
P46597,40.783928
P46598,35.502987
P46599,41.22826
P46600,39.272186
P46601,36.525677
P46602,38.09014
P46603,34.121475
P46604,35.82133
P46605,37.460876
P46606,39.11376
P46607,33.19676
P46608,34.962074
P46609,38.04926
P46610,34.885506
P46611,39.51568
P46612,39.109337
P46613,36.63217
P46614,38.922554
P46615,36.512405
P46616,33.66457
P46617,35.51831
P46618,36.68368
P46619,36.57121
P46620,35.352818
P46621,34.619957
P46622,36.607426
P46623,33.825676
P46624,39.515987
P46625,37.02511
P46626,40.18325
P46627,41.283478
P46628,36.75184
P46629,36.15494
P46630,39.846237
P46631,36.591167
P46632,38.434475
P46633,39.226948
P46634,35.492542
P46635,38.020725
P46636,36.161705
P46637,39.80921
P46638,36.683674
P46639,37.18658
P46640,36.791294
P46641,37.62615
P46642,42.955315
P46643,37.289917
P46644,38.45775
P46645,37.93373
P46646,35.181847
P46647,39.674564
P46648,35.486618
P46649,40.615345
P46650,37.418045
P46651,35.18061
P46652,32.682896
P46653,37.463074
P46654,38.959503
P46655,34.644268
P46656,37.703583
P46657,38.940105
P46658,36.237717
P46659,38.819363
P46660,41.408028
P46661,35.766243
P46662,32.73519
P46663,35.632534
P46664,39.430214
P46665,35.530807
P46666,34.081615
P46667,36.169865
P46668,34.165577
P46669,34.215656
P46670,33.858063
P46671,35.963497
P46672,39.802086
P46673,36.094833
P46674,38.375492
P46675,38.525185
P46676,44.64205
P46677,39.40063
P46678,35.055054
P46679,34.83472
P46680,35.255695
P46681,33.68199
P46682,33.81424
P46683,40.783783
P46684,36.320908
P46685,36.02572
P46686,36.13339
P46687,40.661137
P46688,38.69685
P46689,36.305477
P46690,34.50576
P46691,36.552067
P46692,32.28204
P46693,36.32802
P46694,33.814194
P46695,32.540634
P46696,36.19122
P46697,40.991528
P46698,35.225655
P46699,41.23927
P46700,39.385025
P46701,41.276497
P46702,37.977024
P46703,32.111225
P46704,35.614414
P46705,38.25275
P46706,33.98674
P46707,38.523174
P46708,41.972725
P46709,36.5013
P46710,39.68729
P46711,35.776382
P46712,33.550144
P46713,33.56142
P46714,35.292988
P46715,38.351215
P46716,35.31965
P46717,36.188107
P46718,35.69831
P46719,39.377647
P46720,40.06841
P46721,32.682896
P46722,33.70775
P46723,35.76152
P46724,33.199917
P46725,40.44141
P46726,35.21868
P46727,38.745438
P46728,36.849586
P46729,33.084812
P46730,41.1279
P46731,33.80528
P46732,38.89092
P46733,38.87551
P46734,37.01471
P46735,37.02435
P46736,37.814568
P46737,37.400036
P46738,34.94458
P46739,40.60036
P46740,35.89514
P46741,39.870583
P46742,36.173126
P46743,35.167187
P46744,34.181805
P46745,38.616646
P46746,41.10172
P46747,37.95316
P46748,34.474457
P46749,35.44845
P46750,40.216934
P46751,37.97439
P46752,34.97644
P46753,39.684727
P46754,41.118694
P46755,37.040283
P46756,37.253872
P46757,33.650913
P46758,41.637886
P46759,37.69607
P46760,36.44742
P46761,38.558067
P46762,34.29562
P46763,41.13201
P46764,40.60036
P46765,35.521767
P46766,39.236877
P46767,35.481552
P46768,37.569588
P46769,33.66666
P46770,37.241028
P46771,35.941
P46772,36.81385
P46773,34.510784
P46774,38.524986
P46775,36.552067
P46776,33.49829
P46777,41.317345
P46778,39.187717
P46779,35.18089
P46780,36.102066
P46781,39.76488
P46782,35.046356
P46783,38.19576
P46784,35.253635
P46785,39.71342
P46786,38.419518
P46787,38.835392
P46788,39.344555
P46789,39.53409
P46790,36.81623
P46791,39.35567
P46792,36.518383
P46793,37.042233
P46794,39.331676
P46795,38.25275
P46796,34.689667
P46797,36.607426
P46798,42.196957
P46799,40.01305
P46800,35.95495
P46801,40.16972
P46802,33.753014
P46803,39.850155
P46804,37.857956
P46805,37.79424
P46806,39.9708
P46807,38.76172
P46808,39.487293
P46809,33.62668
P46810,35.258926
P46811,38.661842
P46812,41.036095
P46813,37.956635
P46814,36.509052
P46815,35.92199
P46816,36.434593
P46817,30.787249
P46818,37.40091
P46819,40.486156
P46820,35.381157
P46821,36.42948
P46822,41.077732
P46823,40.905506
P46824,35.67626
P46825,35.672337
P46826,38.845028
P46827,41.395706
P46828,34.817894
P46829,38.220585
P46830,34.00762
P46831,37.776424
P46832,39.154087
P46833,40.991528
P46834,39.894024
P46835,39.83979
P46836,38.55387
P46837,43.991913
P46838,39.641792
P46839,35.321358
P46840,33.995518
P46841,38.720066
P46842,36.403
P46843,34.00203
P46844,39.803734
P46845,35.698483
P46846,35.068848
P46847,38.405994
P46848,33.244484
P46849,34.21665
P46850,38.397934
P46851,35.530773
P46852,38.318832
P46853,40.16972
P46854,36.4587
P46855,37.333534
P46856,35.2014
P46857,37.323654
P46858,38.967422
P46859,35.865894
P46860,35.289467
P46861,37.066143
P46862,33.910393
P46863,38.658783
P46864,39.918175
P46865,34.455658
P46866,36.326183
P46867,40.136036
P46868,36.261814
P46869,39.866222
P46870,38.087997
P46871,33.17214
P46872,35.466316
P46873,36.531395
P46874,39.97418
P46875,36.54654
P46876,35.847435
P46877,39.96191
P46878,36.552067
P46879,40.09918
P46880,41.90656
P46881,39.323112
P46882,37.40167
P46883,39.567356
P46884,38.31391
P46885,40.9573
P46886,34.887306
P46887,38.33615
P46888,34.192215
P46889,38.980198
P46890,34.819008
P46891,36.395054
P46892,37.26468
P46893,39.01388
P46894,36.290665
P46895,39.867207
P46896,34.08901
P46897,32.386494
P46898,34.535572
P46899,33.426575
P46900,32.673252
P46901,39.637123
P46902,42.005024
P46903,36.105007
P46904,39.18019
P46905,33.740055
P46906,36.161537
P46907,39.928947
P46908,37.702175
P46909,39.008385
P46910,36.8159
P46911,38.84267
P46912,35.546856
P46913,42.49553
P46914,32.59792
P46915,40.921158
P46916,37.254623
P46917,35.448433
P46918,35.50729
P46919,39.226948
P46920,36.53439
P46921,41.101948
P46922,40.029663
P46923,39.68729
P46924,38.21928
P46925,37.968666
P46926,32.295513
P46927,35.78272
P46928,38.129738
P46929,35.74367
P46930,38.4878
P46931,33.963104
P46932,33.484158
P46933,34.385273
P46934,38.58345
P46935,38.8631
P46936,38.122375
P46937,31.38236
P46938,38.840855
P46939,36.66544
P46940,30.646893
P46941,33.64054
P46942,36.12426
P46943,41.570168
P46944,34.32977
P46945,37.32554
P46946,38.386353
P46947,35.657
P46948,36.547024
P46949,37.141994
P46950,34.31761
P46951,34.447414
P46952,36.958424
P46953,34.083138
P46954,40.701252
P46955,40.49701
P46956,37.975647
P46957,40.547386
P46958,41.283478
P46959,40.973076
P46960,39.046455
P46961,38.6513
P46962,35.348614
P46963,39.87054
P46964,40.784424
P46965,38.272827
P46966,36.59504
P46967,34.118164
P46968,38.05896
P46969,36.86197
P46970,37.68712
P46971,34.555294
P46972,39.23883
P46973,38.855637
P46974,39.91172
P46975,35.3333
P46976,39.31137
P46977,36.481194
P46978,35.09604
P46979,36.73254
P46980,36.769424
P46981,36.47006
P46982,34.428593
P46983,37.111565
P46984,38.767117
P46985,31.242102
P46986,37.632473
P46987,37.330875
P46988,32.986053
P46989,40.486156
P46990,33.223915
P46991,35.350403
P46992,37.13919
P46993,39.14108
P46994,39.92385
P46995,35.995975
P46996,41.947453
P46997,39.619423
P46998,43.04258
P46999,37.31727
P47000,39.940403
P47001,34.568695
P47002,35.07275
P47003,37.067467
P47004,37.650814
P47005,37.309128
P47006,35.51909
P47007,34.083138
P47008,34.850704
P47009,36.878967
P47010,34.50366
P47011,38.90977
P47012,41.268604
P47013,33.28536
P47014,37.26927
P47015,33.651077
P47016,35.955906
P47017,37.94856
P47018,33.15994
P47019,36.153385
P47020,33.63087
P47021,39.58217
P47022,37.22676
P47023,36.993668
P47024,37.94164
P47025,40.686703
P47026,33.795788
P47027,36.30778
P47028,33.882706
P47029,32.640213
P47030,38.0261
P47031,35.673935
P47032,35.567116
P47033,33.489323
P47034,40.603237
P47035,35.138798
P47036,34.565968
P47037,34.525158
P47038,40.395588
P47039,34.37773
P47040,40.36472
P47041,37.08302
P47042,33.353264
P47043,33.00786
P47044,39.404816
P47045,39.687405
P47046,34.326096
P47047,39.299698
P47048,39.41102
P47049,38.74497
P47050,37.45734
P47051,34.979404
P47052,36.524117
P47053,33.59427
P47054,40.025986
P47055,35.90346
P47056,35.966137
P47057,34.3436
P47058,36.01168
P47059,39.31289
P47060,39.373943
P47061,37.331688
P47062,36.30803
P47063,33.953594
P47064,37.048393
P47065,36.55182
P47066,35.816288
P47067,36.204742
P47068,40.149162
P47069,36.07306
P47070,35.610374
P47071,34.733597
P47072,35.963444
P47073,36.25113
P47074,37.085472
P47075,37.024082
P47076,36.66708
P47077,35.059757
P47078,34.87693
P47079,37.646496
P47080,32.39573
P47081,39.159657
P47082,36.17614
P47083,38.34128
P47084,35.958374
P47085,40.488785
P47086,36.03086
P47087,39.16639
P47088,37.293797
P47089,38.7697
P47090,35.212482
P47091,36.6129
P47092,40.297043
P47093,35.410946
P47094,37.505753
P47095,35.46668
P47096,35.723133
P47097,35.845573
P47098,42.988617
P47099,35.091053
P47100,35.34188
P47101,39.41246
P47102,41.024456
P47103,37.674225
P47104,39.310017
P47105,39.918175
P47106,35.011776
P47107,36.06931
P47108,37.18493
P47109,37.6384
P47110,34.74369
P47111,42.527412
P47112,35.776382
P47113,39.192196
P47114,38.89794
P47115,40.36624
P47116,36.63949
P47117,43.296883
P47118,40.566338
P47119,34.469746
P47120,37.668118
P47121,38.602955
P47122,37.117172
P47123,36.42336
P47124,35.326176
P47125,35.06775
P47126,34.21665
P47127,37.64652
P47128,37.381123
P47129,38.73099
P47130,35.555553
P47131,37.931465
P47132,37.091034
P47133,42.76846
P47134,38.102562
P47135,35.238144
P47136,38.4696
P47137,39.736492
P47138,33.067047
P47139,32.986687
P47140,42.454224
P47141,38.048363
P47142,38.196644
P47143,34.70728
P47144,39.104214
P47145,38.983433
P47146,37.1464
P47147,34.56507
P47148,37.323944
P47149,37.757282
P47150,39.344555
P47151,43.060547
P47152,35.641026
P47153,33.561024
P47154,31.369614
P47155,35.928665
P47156,42.988617
P47157,36.31471
P47158,36.561867
P47159,32.179417
P47160,38.185204
P47161,39.562866
P47162,42.27008
P47163,37.110126
P47164,34.38923
P47165,33.975338
P47166,43.59849
P47167,37.95316
P47168,32.162075
P47169,39.83735
P47170,40.97841
P47171,33.111607
P47172,38.070137
P47173,34.79752
P47174,35.029774
P47175,39.206833
P47176,37.77242
P47177,36.38576
P47178,38.23006
P47179,34.74521
P47180,36.512856
P47181,37.737762
P47182,37.393635
P47183,33.825333
P47184,34.460686
P47185,40.579758
P47186,36.88233
P47187,37.87181
P47188,40.751
P47189,37.06168
P47190,34.64074
P47191,41.101948
P47192,34.202286
P47193,32.401722
P47194,34.06232
P47195,36.51624
P47196,36.99432
P47197,31.72496
P47198,35.857025
P47199,38.150433
P47200,40.005123
P47201,38.18925
P47202,33.89943
P47203,36.699543
P47204,40.685646
P47205,42.24288
P47206,34.893658
P47207,36.89365
P47208,37.906116
P47209,38.500088
P47210,39.51074
P47211,33.6167
P47212,38.57344
P47213,38.41271
P47214,38.32146
P47215,39.564026
P47216,39.736492
P47217,38.64828
P47218,35.32367
P47219,38.70815
P47220,41.01593
P47221,41.245415
P47222,39.750404
P47223,38.49812
P47224,36.253475
P47225,39.554245
P47226,39.643723
P47227,38.839104
P47228,34.886986
P47229,35.97094
P47230,40.77233
P47231,38.572727
P47232,36.439865
P47233,36.509052
P47234,35.25706
P47235,35.81424
P47236,35.177025
P47237,39.463715
P47238,39.043655
P47239,35.263203
P47240,35.11559
P47241,40.44141
P47242,36.42336
P47243,35.056194
P47244,39.885178
P47245,37.233795
P47246,35.251198
P47247,37.888763
P47248,37.270744
P47249,38.239143
P47250,31.239864
P47251,35.863335
P47252,34.111942
P47253,37.04725
P47254,37.460876
P47255,34.942974
P47256,33.273663
P47257,36.452488
P47258,37.63102
P47259,33.795788
P47260,36.37735
P47261,38.32999
P47262,37.474815
P47263,39.830788
P47264,35.271294
P47265,36.3836
P47266,36.064777
P47267,40.82833
P47268,34.209415
P47269,35.252758
P47270,37.472015
P47271,34.67349
P47272,36.760765
P47273,38.659744
P47274,34.792908
P47275,35.468536
P47276,39.81246
P47277,36.013184
P47278,38.1465
P47279,38.48503
P47280,37.048393
P47281,38.781204
P47282,36.264263
P47283,35.411556
P47284,36.225815
P47285,40.133514
P47286,37.118282
P47287,36.203136
P47288,38.890213
P47289,35.20158
P47290,39.067722
P47291,38.17179
P47292,39.329895
P47293,36.432205
P47294,37.15214
P47295,35.52144
P47296,34.9436
P47297,35.62394
P47298,40.151546
P47299,37.728207
P47300,34.97485
P47301,33.74755
P47302,35.708546
P47303,32.97847
P47304,36.74402
P47305,39.752926
P47306,33.32376
P47307,33.628613
P47308,40.674385
P47309,37.576546
P47310,34.1793
P47311,38.578094
P47312,35.232597
P47313,36.65727
P47314,38.958958
P47315,39.359077
P47316,34.813744
P47317,32.38975
P47318,41.008503
P47319,39.783333
P47320,36.066906
P47321,34.792007
P47322,38.10641
P47323,40.14002
P47324,34.07675
P47325,36.805206
P47326,35.27814
P47327,39.562866
P47328,38.008488
P47329,39.731953
P47330,38.663506
P47331,33.290535
P47332,37.31613
P47333,37.645008
P47334,40.76533
P47335,37.05704
P47336,38.964436
P47337,36.665623
P47338,37.10953
P47339,36.778988
P47340,38.25689
P47341,37.939484
P47342,39.58764
P47343,36.42336
P47344,37.093163
P47345,38.77728
P47346,37.515835
P47347,39.445168
P47348,40.198505
P47349,34.845917
P47350,36.319798
P47351,35.248055
P47352,43.20002
P47353,38.397793
P47354,46.055855
P47355,39.930214
P47356,34.9676
P47357,36.958424
P47358,41.142048
P47359,35.670322
P47360,38.132042
P47361,37.040283
P47362,36.42336
P47363,38.232376
P47364,43.060623
P47365,39.778606
P47366,36.75482
P47367,36.41451
P47368,35.18061
P47369,35.530773
P47370,38.605076
P47371,35.0723
P47372,34.36295
P47373,37.439457
P47374,39.290226
P47375,39.101894
P47376,36.191784
P47377,34.455574
P47378,32.057323
P47379,39.82956
P47380,36.533237
P47381,39.71675
P47382,38.872936
P47383,36.018566
P47384,42.32633
P47385,38.87325
P47386,38.501778
P47387,36.14533
P47388,37.168148
P47389,39.071655
P47390,38.49812
P47391,36.489025
P47392,40.01305
P47393,38.94594
P47394,35.51232
P47395,35.375668
P47396,39.429543
P47397,41.16734
P47398,36.74949
P47399,36.445534
P47400,36.64675
P47401,37.40956
P47402,36.457714
P47403,35.078205
P47404,38.64052
P47405,36.41811
P47406,38.88108
P47407,35.767357
P47408,34.624245
P47409,37.154392
P47410,39.681335
P47411,36.42336
P47412,36.83843
P47413,39.524666
P47414,34.42922
P47415,34.153896
P47416,39.557983
P47417,36.230263
P47418,39.101288
P47419,40.661224
P47420,39.01388
P47421,39.6728
P47422,40.584385
P47423,37.71779
P47424,39.557983
P47425,33.6532
P47426,36.60265
P47427,37.683723
P47428,39.386364
P47429,35.548954
P47430,38.263454
P47431,36.26309
P47432,36.68933
P47433,39.46763
P47434,35.502705
P47435,39.989502
P47436,34.22058
P47437,38.28248
P47438,32.759243
P47439,33.64912
P47440,36.698982
P47441,37.561676
P47442,39.658886
P47443,34.981865
P47444,40.219322
P47445,40.929657
P47446,38.195526
P47447,39.404816
P47448,36.9699
P47449,39.989624
P47450,39.233253
P47451,39.750404
P47452,36.399357
P47453,35.18338
P47454,40.6004
P47455,33.59576
P47456,41.083267
P47457,33.670944
P47458,35.87363
P47459,36.60162
P47460,38.032944
P47461,37.801144
P47462,37.117172
P47463,38.20219
P47464,39.443764
P47465,34.97477
P47466,33.86122
P47467,36.42336
P47468,37.647736
P47469,36.449726
P47470,36.995033
P47471,38.039192
P47472,34.427956
P47473,35.786896
P47474,35.00355
P47475,34.981865
P47476,41.58999
P47477,35.142395
P47478,33.741173
P47479,33.369076
P47480,36.288082
P47481,35.54211
P47482,34.02487
P47483,35.0844
P47484,35.207428
P47485,38.114883
P47486,40.233395
P47487,33.732433
P47488,33.938732
P47489,34.721664
P47490,38.255928
P47491,31.490957
P47492,34.03035
P47493,39.88761
P47494,37.498848
P47495,39.624287
P47496,35.350403
P47497,33.99761
P47498,35.876
P47499,35.053883
P47500,38.29544
P47501,35.880157
P47502,35.336452
P47503,34.563297
P47504,36.02572
P47505,36.15706
P47506,36.460186
P47507,41.320107
P47508,34.463036
P47509,34.294735
P47510,37.571716
P47511,34.902416
P47512,34.409557
P47513,38.63803
P47514,40.52492
P47515,38.844246
P47516,32.63046
P47517,34.747704
P47518,39.793724
P47519,33.375797
P47520,35.485477
P47521,38.83584
P47522,33.89943
P47523,34.774456
P47524,38.575157
P47525,36.552067
P47526,34.55752
P47527,35.270927
P47528,39.23708
P47529,38.99408
P47530,39.323612
P47531,38.991615
P47532,37.50235
P47533,35.250004
P47534,35.321465
P47535,34.359367
P47536,33.795788
P47537,38.523037
P47538,36.547802
P47539,37.410534
P47540,36.276066
P47541,37.340515
P47542,35.24653
P47543,40.28512
P47544,34.25081
P47545,37.232315
P47546,36.18161
P47547,35.878273
P47548,35.36479
P47549,38.839626
P47550,34.568783
P47551,36.35913
P47552,39.545902
P47553,33.28289
P47554,33.686733
P47555,36.343445
P47556,38.14924
P47557,36.621532
P47558,42.215107
P47559,35.056698
P47560,40.651726
P47561,36.574627
P47562,37.95316
P47563,38.349285
P47564,35.701557
P47565,36.884888
P47566,34.774456
P47567,37.22676
P47568,35.738514
P47569,37.02435
P47570,38.859867
P47571,35.456074
P47572,35.28707
P47573,39.820698
P47574,39.608673
P47575,34.4052
P47576,34.039143
P47577,39.192055
P47578,43.12537
P47579,40.6284
P47580,35.767197
P47581,40.062904
P47582,37.090385
P47583,35.360382
P47584,38.177032
P47585,34.67928
P47586,38.384995
P47587,35.47598
P47588,39.34514
P47589,38.23492
P47590,39.63006
P47591,39.76542
P47592,38.812054
P47593,40.64768
P47594,39.660954
P47595,38.770077
P47596,36.13429
P47597,36.665947
P47598,34.723267
P47599,33.791176
P47600,38.481197
P47601,34.300083
P47602,34.064686
P47603,38.88026
P47604,36.316532
P47605,37.3977
P47606,40.55801
P47607,36.48837
P47608,36.430153
P47609,37.191006
P47610,37.433804
P47611,37.854584
P47612,38.98049
P47613,37.654247
P47614,33.70258
P47615,39.804626
P47616,41.101948
P47617,32.469757
P47618,37.85802
P47619,35.43993
P47620,41.861202
P47621,38.859123
P47622,35.04599
P47623,40.88279
P47624,39.21
P47625,40.79742
P47626,40.15792
P47627,36.494408
P47628,35.313267
P47629,36.776108
P47630,40.929657
P47631,33.284634
P47632,40.330845
P47633,39.778606
P47634,37.629917
P47635,37.425137
P47636,35.642982
P47637,34.434227
P47638,39.61424
P47639,40.293274
P47640,40.767406
P47641,38.19454
P47642,39.559013
P47643,41.203842
P47644,37.362682
P47645,37.02435
P47646,39.226948
P47647,34.14642
P47648,41.161713
P47649,34.22008
P47650,38.625496
P47651,35.57925
P47652,36.665104
P47653,33.38154
P47654,36.826378
P47655,31.809513
P47656,38.239475
P47657,37.42706
P47658,36.68793
P47659,34.71367
P47660,39.017147
P47661,35.106228
P47662,34.0488
P47663,36.43656
P47664,39.074078
P47665,39.689774
P47666,39.63193
P47667,38.578518
P47668,32.034103
P47669,33.5924
P47670,36.59371
P47671,39.27602
P47672,38.47205
P47673,38.77187
P47674,40.93235
P47675,37.000782
P47676,35.0723
P47677,38.58229
P47678,35.059544
P47679,37.385983
P47680,40.359596
P47681,36.61875
P47682,37.646343
P47683,36.862675
P47684,39.135773
P47685,35.534935
P47686,34.446407
P47687,38.80556
P47688,35.62716
P47689,38.923313
P47690,41.22826
P47691,39.973938
P47692,34.900944
P47693,37.232315
P47694,37.47678
P47695,40.195732
P47696,37.34318
P47697,35.915
P47698,38.813328
P47699,35.07711
P47700,38.772903
P47701,35.77171
P47702,40.38203
P47703,34.832195
P47704,37.256348
P47705,37.230446
P47706,38.82986
P47707,35.681213
P47708,39.431282
P47709,38.5066
P47710,39.5749
P47711,39.799583
P47712,33.019672
P47713,43.1583
P47714,36.455418
P47715,36.66564
P47716,36.46463
P47717,35.251896
P47718,34.60592
P47719,35.608315
P47720,36.65727
P47721,38.58984
P47722,40.00002
P47723,35.252724
P47724,33.085487
P47725,42.71109
P47726,39.184578
P47727,38.9795
P47728,38.940918
P47729,40.603237
P47730,38.671158
P47731,34.811962
P47732,36.486008
P47733,34.117813
P47734,38.066696
P47735,35.729233
P47736,35.212807
P47737,36.342476
P47738,32.7329
P47739,42.14169
P47740,39.143833
P47741,39.720787
P47742,39.656517
P47743,35.1378
P47744,39.689774
P47745,35.14366
P47746,35.021996
P47747,38.84177
P47748,33.416435
P47749,41.024456
P47750,38.643665
P47751,35.965733
P47752,38.329216
P47753,35.019527
P47754,36.61875
P47755,39.203037
P47756,37.57036
P47757,37.57036
P47758,34.2534
P47759,35.053833
P47760,40.86203
P47761,38.73816
P47762,37.241814
P47763,35.36179
P47764,37.02435
P47765,34.526455
P47766,39.807636
P47767,36.41737
P47768,35.25706
P47769,35.162262
P47770,39.794968
P47771,32.596848
P47772,42.76846
P47773,37.42716
P47774,35.539616
P47775,34.69866
P47776,42.606216
P47777,35.366955
P47778,35.956425
P47779,35.548183
P47780,35.125385
P47781,36.63444
P47782,35.771496
P47783,37.760895
P47784,34.169537
P47785,37.876915
P47786,31.809513
P47787,40.929657
P47788,37.51967
P47789,37.979664
P47790,42.09724
P47791,33.834652
P47792,33.80528
P47793,35.627853
P47794,35.531334
P47795,35.80423
P47796,35.047672
P47797,36.938824
P47798,34.936516
P47799,37.4259
P47800,33.121925
P47801,35.97638
P47802,41.314915
P47803,39.12417
P47804,42.360386
P47805,41.19315
P47806,36.433105
P47807,35.717045
P47808,33.189236
P47809,39.699936
P47810,34.58363
P47811,43.00303
P47812,35.405907
P47813,34.68786
P47814,39.92385
P47815,32.78664
P47816,35.05478
P47817,39.307594
P47818,39.301006
P47819,39.825676
P47820,35.918873
P47821,39.79479
P47822,35.584213
P47823,39.92385
P47824,41.21865
P47825,38.34536
P47826,34.068676
P47827,34.737347
P47828,35.046387
P47829,42.557137
P47830,33.376537
P47831,36.84485
P47832,34.815872
P47833,39.93011
P47834,38.781204
P47835,37.765697
P47836,35.760117
P47837,37.75353
P47838,36.779987
P47839,35.963444
P47840,35.112526
P47841,36.733986
P47842,38.111958
P47843,35.671253
P47844,39.12106
P47845,32.92013
P47846,41.659313
P47847,38.425617
P47848,35.685986
P47849,35.963444
P47850,39.362595
P47851,31.752804
P47852,36.12611
P47853,33.085487
P47854,41.322556
P47855,34.189598
P47856,39.144363
P47857,35.567116
P47858,36.481194
P47859,42.717297
P47860,36.303036
P47861,38.819492
P47862,40.82186
P47863,32.403904
P47864,34.165577
P47865,39.624382
P47866,38.59507
P47867,36.985973
P47868,33.863842
P47869,40.499687
P47870,37.115078
P47871,33.3283
P47872,38.963875
P47873,36.219788
P47874,36.71686
P47875,40.51721
P47876,38.995384
P47877,41.971817
P47878,40.599514
P47879,34.978504
P47880,38.521446
P47881,33.3198
P47882,37.332546
P47883,37.627045
P47884,35.00355
P47885,37.281544
P47886,35.199818
P47887,36.87447
P47888,39.56006
P47889,35.134457
P47890,41.507824
P47891,37.942352
P47892,40.35181
P47893,38.237957
P47894,36.82869
P47895,34.59432
P47896,39.488995
P47897,34.922695
P47898,38.252
P47899,35.888233
P47900,34.917583
P47901,38.819645
P47902,38.088234
P47903,36.503174
P47904,37.5043
P47905,37.27829
P47906,36.83213
P47907,37.874485
P47908,38.95595
P47909,37.525455
P47910,35.763832
P47911,35.251896
P47912,35.13708
P47913,40.422447
P47914,37.587814
P47915,37.742172
P47916,35.37359
P47917,42.76846
P47918,38.33591
P47919,35.938965
P47920,34.31938
P47921,40.856354
P47922,31.968159
P47923,35.21677
P47924,38.09014
P47925,35.65334
P47926,37.117393
P47927,43.262836
P47928,35.030632
P47929,35.180378
P47930,35.45228
P47931,37.69673
P47932,36.256195
P47933,42.121513
P47934,35.648167
P47935,36.995033
P47936,36.16965
P47937,38.03027
P47938,39.226948
P47939,41.203842
P47940,33.26833
P47941,36.43656
P47942,36.99118
P47943,40.92659
P47944,40.018894
P47945,38.390835
P47946,37.234306
P47947,38.806206
P47948,33.31066
P47949,34.295364
P47950,41.596233
P47951,33.1176
P47952,36.164124
P47953,35.003048
P47954,39.807545
P47955,38.698936
P47956,35.585567
P47957,37.27036
P47958,38.700233
P47959,38.38096
P47960,36.795372
P47961,35.359787
P47962,33.659836
P47963,35.652138
P47964,39.26893
P47965,39.515274
P47966,36.59504
P47967,34.31961
P47968,35.59022
P47969,36.021805
P47970,40.287125
P47971,38.413567
P47972,37.2984
P47973,38.706345
P47974,35.337685
P47975,33.731487
P47976,39.706852
P47977,36.432205
P47978,35.816284
P47979,35.489647
P47980,33.49015
P47981,37.150166
P47982,39.272186
P47983,37.905277
P47984,37.66168
P47985,33.815258
P47986,35.475475
P47987,33.71944
P47988,33.39604
P47989,39.750404
P47990,34.296867
P47991,39.502533
P47992,36.661343
P47993,33.037952
P47994,36.074444
P47995,38.17082
P47996,39.19368
P47997,33.326458
P47998,33.08086
P47999,35.17256
P48000,35.136955
P48001,39.316235
P48002,37.58326
P48003,35.045975
P48004,32.184963
P48005,34.215656
P48006,39.439022
P48007,36.68793
P48008,37.7377
P48009,37.11162
P48010,37.015438
P48011,36.771137
P48012,33.893066
P48013,39.235325
P48014,39.651978
P48015,41.7236
P48016,42.90667
P48017,38.20914
P48018,36.434593
P48019,36.576916
P48020,37.746216
P48021,41.198044
P48022,34.75592
P48023,37.525455
P48024,35.909725
P48025,41.024456
P48026,37.780323
P48027,35.764175
P48028,36.609837
P48029,34.24622
P48030,37.931465
P48031,35.62453
P48032,34.78496
P48033,31.752804
P48034,39.317707
P48035,39.568855
P48036,39.794083
P48037,37.53869
P48038,37.97874
P48039,39.792072
P48040,33.5041
P48041,38.463257
P48042,35.891457
P48043,33.949677
P48044,37.048393
P48045,35.760265
P48046,31.935402
P48047,38.688774
P48048,37.617462
P48049,35.98317
P48050,34.832195
P48051,40.665462
P48052,34.647564
P48053,37.403595
P48054,40.812878
P48055,33.444252
P48056,37.490112
P48057,35.62388
P48058,36.990665
P48059,40.19396
P48060,37.451363
P48061,38.064144
P48062,38.72541
P48063,33.84505
P48064,35.079052
P48065,39.113136
P48066,36.88675
P48067,38.590538
P48068,35.428555
P48069,34.413395
P48070,36.325935
P48071,38.863197
P48072,38.05896
P48073,37.525455
P48074,40.09918
P48075,35.246067
P48076,35.567116
P48077,36.490795
P48078,36.276703
P48079,38.252266
P48080,38.60273
P48081,38.33412
P48082,38.279537
P48083,38.374287
P48084,34.081257
P48085,35.99243
P48086,38.462456
P48087,40.784424
P48088,38.640896
P48089,39.995537
P48090,39.461296
P48091,39.242916
P48092,36.071083
P48093,35.41034
P48094,34.46193
P48095,42.621346
P48096,34.10986
P48097,33.954285
P48098,34.851612
P48099,35.582016
P48100,35.783855
P48101,39.26063
P48102,35.15082
P48103,33.716736
P48104,37.556927
P48105,38.35229
P48106,34.535194
P48107,39.68872
